"Name","State","Notes","User","Tags","Created","Runtime","Sweep","_hash","data_path","dislike_threshold","end_sep","like_threshold","min_neg_ratings","min_pos_ratings","model_type","nb_neg","nb_pos","nb_test_users","offset","prompt_id","prompts","sep","users_seed","xp_name","ndcg_1","ndcg_1_std","ndcg_2","ndcg_2_std","ndcg_3","ndcg_3_std","ndcg_4","ndcg_4_std","ndcg_5","ndcg_5_std","pop_1","pop_1_std","precision_1","precision_1_std","precision_2","precision_2_std","precision_3","precision_3_std","precision_4","precision_4_std","precision_5","precision_5_std","recall_1","recall_1_std","recall_2","recall_2_std","recall_3","recall_3_std","recall_4","recall_4_std","recall_5","recall_5_std"
"rural-leaf-11","finished","-","","","2025-01-27T14:52:41.000Z","33","","1938417246314549500","/root/.local/share/gpt-rec/ml-1m","2.5",",","4","5","21","gpt2","4","5","50","0","4","('[M]', 'Movies like [M]', 'Movies similar to [M]', 'Movies like: [M]', 'Movies similar to: [M]', 'If you liked [M] you will also like')",",","0","prompts_types","0.4","0.4898979485566356","0.5009487605714332","0.4612395428761755","0.5809487605714332","0.4076642174893377","0.6498570098631761","0.3332485723753388","0.6962793467313212","0.2579194194118461","6.091591816018671","6.336836969190721","0.4","0.4898979485566356","0.28","0.2481934729198171","0.24","0.14966629547095767","0.22","0.08124038404635961","0.19999999999999996","5.551115123125783e-17","0.4","0.4898979485566356","0.56","0.4963869458396343","0.72","0.44899888641287294","0.88","0.32496153618543844","1","0"
"balmy-shape-10","finished","-","","","2025-01-27T14:52:06.000Z","33","","15718184768250212","/root/.local/share/gpt-rec/ml-1m","2.5",",","4","5","21","gpt2","4","5","50","0","3","('[M]', 'Movies like [M]', 'Movies similar to [M]', 'Movies like: [M]', 'Movies similar to: [M]', 'If you liked [M] you will also like')",",","0","prompts_types","0.44","0.4963869458396343","0.5283301655000041","0.4654002210727687","0.6083301655000041","0.40701908959480176","0.668624883630279","0.3385829532279964","0.7150472204984242","0.2614645961110288","5.8400277152458075","4.874841957727212","0.44","0.4963869458396343","0.29","0.2467792535850613","0.24666666666666667","0.14621141466307536","0.22","0.08124038404635961","0.19999999999999996","5.551115123125783e-17","0.44","0.4963869458396343","0.58","0.4935585071701226","0.74","0.4386342439892262","0.88","0.32496153618543844","1","0"
"resilient-smoke-9","finished","-","","","2025-01-27T14:51:31.000Z","33","","1231164804564306000","/root/.local/share/gpt-rec/ml-1m","2.5",",","4","5","21","gpt2","4","5","50","0","2","('[M]', 'Movies like [M]', 'Movies similar to [M]', 'Movies like: [M]', 'Movies similar to: [M]', 'If you liked [M] you will also like')",",","0","prompts_types","0.5","0.5","0.6135673556428624","0.4418010002240132","0.7135673556428624","0.3353724089282927","0.739407949127266","0.29335617657953006","0.7626191175613384","0.24530256575875856","7.600205697307886","6.7353552449567955","0.5","0.5","0.34","0.233238075793812","0.29333333333333333","0.10832051206181284","0.235","0.059371710435189594","0.19999999999999996","5.551115123125783e-17","0.5","0.5","0.68","0.466476151587624","0.88","0.3249615361854384","0.94","0.2374868417407584","1","0"
"celestial-forest-8","finished","-","","","2025-01-27T14:50:56.000Z","33","","1255133696033055500","/root/.local/share/gpt-rec/ml-1m","2.5",",","4","5","21","gpt2","4","5","50","0","1","('[M]', 'Movies like [M]', 'Movies similar to [M]', 'Movies like: [M]', 'Movies similar to: [M]', 'If you liked [M] you will also like')",",","0","prompts_types","0.44","0.4963869458396343","0.604041735928579","0.4226492556260348","0.624041735928579","0.40505644525682855","0.684336454058854","0.3333915885941916","0.7307587909269989","0.2518263975796516","7.386458422141401","6.264792147085439","0.44","0.4963869458396343","0.35","0.229128784747792","0.24666666666666667","0.14621141466307536","0.22","0.0812403840463596","0.19999999999999996","5.551115123125783e-17","0.44","0.4963869458396343","0.7","0.458257569495584","0.74","0.4386342439892262","0.88","0.3249615361854384","1","0"
"earnest-microwave-7","finished","-","","","2025-01-27T14:50:20.000Z","34","","249753074281529280","/root/.local/share/gpt-rec/ml-1m","2.5",",","4","5","21","gpt2","4","5","50","0","0","('[M]', 'Movies like [M]', 'Movies similar to [M]', 'Movies like: [M]', 'Movies similar to: [M]', 'If you liked [M] you will also like')",",","0","prompts_types","0.24","0.4270831300812525","0.404041735928579","0.4245575198399775","0.504041735928579","0.37341764884236134","0.564336454058854","0.31779034019221497","0.6262329032163807","0.2263702713317877","6.776816253908148","6.558995250220834","0.24","0.4270831300812525","0.25","0.25","0.2333333333333333","0.15275252316519466","0.21","0.0916515138991168","0.19999999999999996","5.551115123125783e-17","0.24","0.4270831300812525","0.5","0.5","0.7","0.4582575694955841","0.84","0.3666060555964672","1","0"
"clean-dragon-6","failed","-","","","2025-01-27T14:48:05.000Z","19","","249753074281529280","/root/.local/share/gpt-rec/ml-1m","2.5",",","4","5","21","gpt2","4","5","50","0","0","('[M]', 'Movies like [M]', 'Movies similar to [M]', 'Movies like: [M]', 'Movies similar to: [M]', 'If you liked [M] you will also like')",",","0","prompts_types","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"leafy-sun-5","finished","-","","","2025-01-27T14:16:38.000Z","32","","1938417246314549500","/root/.local/share/gpt-rec/ml-1m","2.5",",","4","5","21","gpt2","4","5","50","0","4","('[M]', 'Movies like [M]', 'Movies similar to [M]', 'Movies like: [M]', 'Movies similar to: [M]', 'If you liked [M] you will also like')",",","0","prompts_types","0.3","0.45825756949558394","0.464041735928579","0.43377883689876273","0.574041735928579","0.35913075256368127","0.6257229228973862","0.2987097445790438","0.6644082036208403","0.2329891331233677","5.427844868758902","4.897301965218711","0.3","0.45825756949558394","0.28","0.2481934729198171","0.26","0.13808210118138653","0.225","0.075","0.19999999999999996","5.551115123125783e-17","0.3","0.45825756949558394","0.56","0.4963869458396342","0.78","0.41424630354415953","0.9","0.3","1","0"
"morning-bee-4","finished","-","","","2025-01-27T14:16:03.000Z","32","","15718184768250212","/root/.local/share/gpt-rec/ml-1m","2.5",",","4","5","21","gpt2","4","5","50","0","3","('[M]', 'Movies like [M]', 'Movies similar to [M]', 'Movies like: [M]', 'Movies similar to: [M]', 'If you liked [M] you will also like')",",","0","prompts_types","0.36","0.48","0.5114231408571499","0.4404358477029606","0.6214231408571499","0.35266222501602373","0.6472637343415535","0.3204933088422928","0.6936860712096984","0.2417117058645216","6.000543697846793","5.301598462926884","0.36","0.48","0.3","0.2449489742783178","0.2733333333333333","0.12806248474865695","0.22","0.0812403840463596","0.19999999999999996","5.551115123125783e-17","0.36","0.48","0.6","0.4898979485566356","0.82","0.3841874542459709","0.88","0.3249615361854384","1","0"
"fluent-breeze-3","finished","-","","","2025-01-27T14:15:22.000Z","38","","1231164804564306000","/root/.local/share/gpt-rec/ml-1m","2.5",",","4","5","21","gpt2","4","5","50","0","2","('[M]', 'Movies like [M]', 'Movies similar to [M]', 'Movies like: [M]', 'Movies similar to: [M]', 'If you liked [M] you will also like')",",","0","prompts_types","0.26","0.4386342439892262","0.4366603310000082","0.4251917384364972","0.5566603310000082","0.34869690992988256","0.5997279868073475","0.30055753311319255","0.6461503236754925","0.22462604350557297","5.9384747775580635","5.122234721335929","0.26","0.4386342439892262","0.27","0.24919871588754228","0.26","0.13808210118138653","0.22","0.08124038404635961","0.19999999999999996","5.551115123125783e-17","0.26","0.4386342439892262","0.54","0.49839743177508455","0.78","0.41424630354415953","0.88","0.32496153618543844","1","0"
"laced-spaceship-2","finished","-","","","2025-01-27T14:14:46.000Z","34","","1255133696033055500","/root/.local/share/gpt-rec/ml-1m","2.5",",","4","5","21","gpt2","4","5","50","0","1","('[M]', 'Movies like [M]', 'Movies similar to [M]', 'Movies like: [M]', 'Movies similar to: [M]', 'If you liked [M] you will also like')",",","0","prompts_types","0.28","0.448998886412873","0.5071347112857247","0.4075787433468177","0.5671347112857248","0.3628557105433014","0.6015888359315962","0.3259378832161262","0.663485285089123","0.2277646215231565","6.000954750299037","5.634703229576345","0.28","0.448998886412873","0.32","0.24","0.2533333333333333","0.14236104336041747","0.21","0.0916515138991168","0.19999999999999996","5.551115123125783e-17","0.28","0.448998886412873","0.64","0.48","0.76","0.4270831300812525","0.84","0.3666060555964673","1","0"
